posted_date,candidate,message,timestamp,likes,shares,comments,type,observation,collected_time,collected_date,twitter post,ig_post,comment,language,media
10/19/2020,trump,"LIVE: President Donald Trump in Tucson, AZ #Arizona Text VOTE to 88022",,"95,518","9,776","42,000",video,"Video of the Air Force One in Tucson Arizona,",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,THANK YOU ARIZONA!!,,"85,842","6,636","5,400",video,Video of the crowd in the rally.,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,TONIGHT: Join Team Trump Online for MAGAnomics hosted by Steve Cortes with special guests Rep. Jim Jordan and Lena Epstein at 9:00 pm ET! RSVP: bit.ly/3m4awVc #TeamTrump,,"211,095","22,212","15,000",link to Team Trump video,"It includes a video of a ""host"" talking about Trump's MAGAonomics",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,WATCH: MAGAnomics Text VOTE to 88022,,"10,187",588,"7,900",link to Team Trump video,The video is on MAGAnomics,11:15 PM,10/20/2020,,,,en,
10/20/2020,trump,"To the great people of New York, California, and Illinois, your states are way too highly taxed, big crime, people fleeing, and just about every other problem you can have. VOTE TRUMP, I will turn them around for you, FAST!",,"350,123","24,786","43,000",post,"no pictures, just post",10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,"“Stock Markets will hit new highs if President Trump wins. Tremendous growth like never before. If Biden wins, it’s strangulation. Not good.” Steve Kalayjian, Varney",,"110,708","5,495","21,000",post,"no pictures, just post",10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,"Under President Trump, Medicare premiums in states like mine have gone down 53%. But the Biden-Harris government-run plan would change Medicare, eliminate private plans, close hospitals & raise taxes. The RNC is investing $25M in TV ads like these to get the message out! Protect your Medicare coverage and vote for President Trump!",,"19,156","3,862","6,000",share of a post from Ronna McDaniels,It includes a campaign ad.,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,TWO WEEKS! GET OUT AND VOTE!!!,,"47,639","1,957","14,000",post,includes photo of trump with US flag in background,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,WISCONSIN! Early voting is now underway—let’s #MAGA!,,"42,658","1,101","9,900",post,includes photo of trump with US flag in background,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,video of Trump crtiicizing the COVID-19 assistance bill as it has money for other projects,,"27,288",729,"6,700",share of post from Team Trump,invitation to see a show on Team Trump Online,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,Lesley Stahl of 60 Minutes not wearing a mask in the White House after her interview with me. Much more to come.,,"79,250","15,911","13,000",video,A video of Stahl at White House,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,"WATCH: Team Trump Online with Lara Trump, John Rich, and Steve Moore Text VOTE to 88022",,"31,823","12,000","3,764",share of post from Team Trump,invitation to see a show on Team Trump Online,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,"I am pleased to inform you that, for the sake of accuracy in reporting, I am considering posting my interview with Lesley Stahl of 60 Minutes, PRIOR TO AIRTIME! This will be done so that everybody can get a glimpse of what a FAKE and BIASED interview is all about. Everyone should compare this terrible Electoral Intrusion with the recent interviews of Sleepy Joe Biden!",,"592,705","39,914","72,000",post,"no pictures, just post",10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,"TONIGHT: Watch President Donald Trump's Remarks from Erie, Pennsylvania at 7:00 pm ET! RSVP: bit.ly/31sauyR RSVP: bit.ly/31sauyR",,"30,125","1,485","10,000",share of post from Team Trump,invitation to see a live video of rally,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,"LIVE: President Donald Trump in Erie, PA #Pennsylvania Text VOTE to 88022",,"75,834","8,313","48,000",video,video of rally,10:15 PM,10/21/2020,,,,en,
10/20/2020,trump,no words,,"35,305","13,289","10,000",video,"there is no words just the video, which documents their changing positions. ",10:15 PM,10/21/2020,,,,en,
10/21/2020,trump,"WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China - Joe Biden is a totally corrupt politician, and got caught. At least now he won’t be able to raise your Taxes - Biggest increase in U.S. history!",,"72,111","8,852","10,000",link to Breitbart,This is a Breitbart summary of the WSJ's editorial.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"Biden Sought ‘Grand Bargain’ to Reduce Deficit Through Cuts to Social Security - Joe Biden pushed hard to CUT YOUR SOCIAL SECURITY. If elected, he will do it again. I won’t, never!!!",,"48,172","17,358","9,900",link to Breitbart,This is a Breitbart news story.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"Remember, BIDEN is going to raise your taxes at a level never seen before. This will not only be very costly for you, it will destroy our economy, which is coming back very rapidly.",,"290,020","28,418","53,000",post,"no pictures, just post",11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"If you vote for Trump, prosperity will surge, normal life will fully resume, and next year will be one of the greatest years in the history of our Country!",,"66,302","3,526","11,000",photo,photo of Trump with a US flag in the background encouraging people to vote.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"Your 401k’s will crash with Biden. Massive Biden Tax and Regulation increases will destroy all that you have built! Additionally, 180 Million People will lose their Private Healthcare Plans.",,"103,595","12,049","18,000",post,"no pictures, just post",11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"TODAY: Watch Vice President Mike Pence's Remarks from Portsmouth, New Hampshire at 1:30 pm ET! RSVP: bit.ly/34i7uXK #TeamTrump",,"19,813",629,"4,500",share of Team Trump post,invitation for Pence's event.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,no words,,"841,367","155,791","42,000",photo,"Photo of 50 cent from the NY Post which reads: ""I don't want to be 20 cent""",11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"LIVE: Vice President Pence in Portsmouth, NH #NewHampshire Text VOTE to 88022",,"63,544","4,670","21,000",video,video of Pence's event.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,Kayleigh McEnany presenting Lesley Stahl (60 Minutes) with some of the many things we’ve done for Healthcare. Lesley had no idea!,,"280,158","33,016","24,000",photo ,photo of McEnany giving Stahl documents.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,no words,,"82,628","1,897","11,000",photo,"photo of 60 Minutes interview. Stahl on left of screen, Trump on right.",11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,no words,,"41,017",883,"6,500",photo,"photo of 60 Minutes interview. Stahl on right of screen, Trump on left.",11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,no words,,"20,929",552,"5,200",photo,wide angle photo of the 60 Minutes interview. ,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,TONIGHT: Join Team Trump Online hosted by Lara Trump with special guests Kim Klacik and Ken Blackwell at 5:00 pm ET! RSVP: bit.ly/2FNvVTn #TeamTrump,,"19,652",570,"4,700",share of team Trump post,Team Trump Online advert,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"WATCH: Team Trump Online with Lara Trump, Kim Klacik, and Ken Blackwell Text VOTE to 88022",,"25,908","2,924","9,500",video,Team Trump Online show,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"TONIGHT: Watch President Donald Trump's Remarks from Gastonia, North Carolina at 7:00 pm ET! RSVP: bit.ly/35hrVmI #TeamTrump",,"18,995",596,"1,800",share of team Trump post,"invite to see Trump rally in Gastonia, NC",11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"Just don’t see any way Nancy Pelosi and Cryin’ Chuck Schumer will be willing to do what is right for our great American workers, or our wonderful USA itself, on Stimulus. Their primary focus is BAILING OUT poorly run (and high crime) Democrat cities and states. Should take care of our people. It wasn’t their fault that the Plague came in from China!",,"150,744","13,681","18,000",post," no pictures, just post",11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,See you soon North Carolina!,,"110,286","2,378","4,600",video,Video of Air Force One taking off.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China,,"69,082","8,296","10,000",link to Breitbart,Breitbart new story on WSJ editorail on Hunter Biden.,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,Pennsylvania Trump Voters Show Passion: ‘He‘s a Man that Wants to Do It All for America‘,,"36,594","1,473","4,300",link to Breitbart,Breitbart news story on PA voter,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,Multiple Pro-Trump Demonstrations Planned in Cincinnati Area,,"91,573","3,333","6,100",link to Breitbart,Breitbart news story,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"Exclusive: Forgotten by Obama-Biden Auto Bailout, Delphi Workers Refuse to Forget What Was Taken from Them (Part One) - Biden was a disaster on this. All talk and no action. Remember and VOTE!",,"24,772","3,906","9,500",link to Breitbart,Breitbart news story,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"LIVE: President Donald Trump in Gastonia, NC #NorthCarolina Text VOTE to 88022",,"169,833","18,252","69,000",video,live video ot Trump rally,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,THANK YOU NORTH CAROLINA!,,"35,910","1,281","3,000",video,Trump Rally in NC,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,"The Radical Biden-Harris Agenda is projected to slash the typical American’s income by $6,500 per year. They will raise TAXES by $4 TRILLION DOLLARS – triggering a mass exodus of jobs out of America and into foreign countries.",,"28,003","2,953","3,400",video,Trump Rally in NC,11:35 PM,10/22/2020,,,,en,
10/21/2020,trump,The first thing Washington Democrats will do if Biden is elected is pack the Supreme Court with radical left judges who will eliminate your 2nd Amendment.,,"21,070","1,590","3,700",video,Trump Rally in NC,11:35 PM,10/22/2020,,,,en,
